Source	Locus 1	Loucs 2	Locus 3	Full Gloss	Translation	IMMEDIATE CONTEXT	IMMEDIATE CONTEXT TRANSLATION	MORPH	MORPH TRANS	MORPH ANALYSIS	MORPH CONTEXT	LEMMA OF MAIN VERB	CLAUSAL SUBJECT	SUBJECT ANALYSIS	GOV CONTEXT	GOV CONTEXT TYPE	GOV CONTEXT LEMMA	GOV CONTEXT SBJ	GOV CONTEXT SBJ ANALYSIS	SBJ~MORPH COREFERENCE	SBJ~OTHER	MORPH REFLEXIVE	Note
MT	POMIC	mt.052	S0070-53	slechdais som iarom statim .	Then he bowed himself immediately.	slechdais som iarom statim	then he bowed himself immediately	slechdais som	he bowed himself	N/A	N/A	slechtaid	som	3sg.masc.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	NO REFLEXIVE IN IRISH
Wb.	015a04	N/A	N/A	runsluinfemni didiu cene fanisin	we ourselves shall, then, be able to name ourselves without it	runsluinfemni didiu cene fanisin	we ourselves shall, then, be able to name ourselves without it	runsluinfemni … fanisin	we shall be able to name ourselves	1pl.Infixed_Pronoun_INTS	PRON-OBJ	sluindid	ni	1pl.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	SEE LATIN FOR EVIDENCE THAT FANISIN IS ATTACHED TO THE PRON-OBJ.
Sg.	025b14	025b28 x	S0007-550	Ní·sluindi sillab/ folad trée feisin/ manip sin sillab con·í/ bes rann insce .,	No syllable by itself expresses a substance, unless it be a syllable which is able to be a part of speech	Ní·sluindi sillab/ folad trée feisin	No syllable by itself expresses a substance	trée feisin	by itself	3sg.fem.Null_Pronoun_INTS	PP-COMP	sluindid	sillab	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Sg.	073b07	073b26 l	S0007-1963	do ṡlund nach ḟolaid triit feissin	to express by itself any substance	do ṡlund nach ḟolaid triit feissin	to express by itself any substance	triit feissin	by itself	3sg.neut.Null_Pronoun_INTS	PP-COMP	sluindid	-	PRO	N/A	N/A	N/A	N/A	N/A	PRO=PP-COMP	N/A	YES	N/A
Wb.	032d13	N/A	N/A	.i. amal ronsóir fesin sóirfed <leg. sóirfid> cách cretfes and	i.e. as He has delivered Himself <in His temptation>, He will deliver every one who shall believe in him.	amal ronsóir fesin	as He has delivered Himself	ronsóir fesin	he has delivered himself	3sg.masc.Infixed_Pronoun_INTS	PRON-OBJ	sóeraid	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Ml.	053d01	N/A	S0006-3218	.i. soirad mac nisrahel 7 dilgent nassar 7 soirad ezechiae fessin·	i.e. the deliverance of the Children of Israel and the destruction of the Assyrians, and the deliverance of Hezekiah himself.	7 soirad ezechiae fessin	and the deliverance of Hezekiah himself	ezechiae fessin	Hezekiah himself	sg.Noun_INTS	VBN-OBJ	sóeraid	-	PRO	N/A	N/A	N/A	N/A	N/A	PRO≠VBN-OBJ	N/A	NO	N/A
Ml.	112b06	N/A	S0006-6831	.i. sechidú nutsoesiu	i.e. wherever you turn.	nutsoesiu	you turn <yourself>	nutsoesiu	you turn <yourself>	2sg.Infixed_Pronoun	PRON-OBJ	soïd	siu	2sg.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Meyer, Kuno 1891	245.6	RC 14	https://archive.org/details/revueceltique14pari/page/244/mode/2up	soithi as na diaid dar Siúir	He goes out after it across the Suir.	soithi as na diaid dar Siúir	He goes out after it across the Suir.	soithi	he goes out	3sg.masc.Suffixed_Pronoun	PRON-OBJ	soïd	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	014b02	N/A	N/A	.i. augtortas apstalachte inso tra aainm fessin dosuidigud itossoc<h> naepistle	i.e. this then is the authority of apostleship to put his own name at the beginning of the epistle.	aainm fessin dosuidigud itossoc<h> naepistle	to put his own name at the beginning of the epistle	aainm fessin	his own name	3sg.masc.Possessive_INTS	NP-OBJ	suidigidir	-	PRO	N/A	N/A	N/A	N/A	N/A	PRO≠NP-OBJ	PRO=POSS	NO	N/A
Sg.	050a02	050a04 c	S0007-1260	ní·techta sain intṡliucht and feissin hua·nainmmnigthae ut patronomica 7 posesiva reliqua	it has no special sense in itself from which it should be named, as patronymics etc. <have>	ní·techta sain intṡliucht and feissin	it has no special sense in itself	and fessin	in itself	3sg.neut.Null_Pronoun_INTS	PP-COMP	techtaid	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Ml.	056b33	N/A	S0006-3499	dechur tra tadbat som isindisiu etir aní as emulari 7 aní as zelaueris .i. intan asndéut téit an emulari ǽt són imní nad techtai féin 7 bís lannach naile azelaueris immurgu ǽt són imní notechtai fein arnachróthechta nachaile hicuturummus frit·  Aliter asber· mailgaimrid biid chiall intamlae is indí a<s> zelaueris amal rungab is indi as emulari 7 ní dui:::: ade fricheill intsailm cenid deni stoirier..,	<it is a> difference, then, that he shows in this between emulari and zelaueris, i.e. when it is jealousy to which emulari applies, it is jealousy about a thing that you do not possess and that some other has. <As for> zelaueris, however, that is jealousy about a thing that you yourself possess, so that another may not possess it equally with you. Aliter, Mailgaimrid says, there is the sense of imitation in zelaueris as there is in emulari. And that may not… to the sense of the psalm, though the commentator does not do it.	nad techtai féin	that you do not possess	nad techtai féin	that you do not possess	2sg.Null_Pronoun_INTS	PRON-SBJ	techtaid	- féin	2sg.Null_Pronoun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Ml.	056b33	N/A	S0006-3499	dechur tra tadbat som isindisiu etir aní as emulari 7 aní as zelaueris .i. intan asndéut téit an emulari ǽt són imní nad techtai féin 7 bís lannach naile azelaueris immurgu ǽt són imní notechtai fein arnachróthechta nachaile hicuturummus frit·  Aliter asber· mailgaimrid biid chiall intamlae is indí a<s> zelaueris amal rungab is indi as emulari 7 ní dui:::: ade fricheill intsailm cenid deni stoirier..,	<it is a> difference, then, that he shows in this between emulari and zelaueris, i.e. when it is jealousy to which emulari applies, it is jealousy about a thing that you do not possess and that some other has. <As for> zelaueris, however, that is jealousy about a thing that you yourself possess, so that another may not possess it equally with you. Aliter, Mailgaimrid says, there is the sense of imitation in zelaueris as there is in emulari. And that may not… to the sense of the psalm, though the commentator does not do it.	notechtai fein	that you yourself possess	notechtai fein	that you yourself posssess	2sg.Null_Pronoun_INTS	PRON-SBJ	techtaid	- fein	2sg.Null_Pronoun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Meyer, Kuno 1892	25.1	Aislinge Meic Conglinne	https://celt.ucc.ie/published/G308002.html	Ro-s torsig in lucht coiméta & cuimrig.	The men that guarded him and held him in bonds grew tired.	Ro-s torsig in lucht coiméta & cuimrig.	The men that guarded him and held him in bonds grew tired.	ro-s torsig	grew tired	3pl.Infixed_Pronoun	PRON-OBJ	toirsigidir	lucht coiméta & cuimrig	sg.Noun(COLL)	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	The nominal subject is grammatically singular but collective. It is coreferential with a plural infixed pronoun
Wb.	008d26	N/A	N/A	.i. comalnid annupridchim niepur brithemnact fornech naform féin quasi dixisset isairi trimirothorṅdiussa indium inna huilisa asrubartmar ánáll .i. arcor hifarselbadsi et epert ammi mogæ dúibsi et arnebmóidem himagistrib ut gamalial rl. et nebmes for nech ↄdid messed in coimdiu ↄsechide humaldóit huáimse .i. fornebmóidem himagistru et nebmess fornech immaid fa olcc ↄdidmessed dia	i.e. fulfil ye what I preach. I do not pronounce judgment on any one nor <even> on myself: quasi dixisset : it is therefore I have in a figure transferred into myself all these things we have mentioned above, putting ourselves into your possession and saying ‘we are servants of yours,’ and our not boasting as to masters ut Gamaliel , etc., and not judging any one until the Lord shall judge him; so that ye might follow humility from me, that is, your not boasting as to masters, and not judging of any one, whether he be good or evil, until God should have judged him.	trimirothorṅdiussa indium inna huilisa	I have in a figure transferred into myself all these things	indium	into myself	1sg.Null_Pronoun_INTS	PP-COMP	tremi-tóirndea	sa	1sg.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Bedell 1648 (1817 ed.)	?	Leabhuir na Seintiomna ar na ttarrving go gaidlig tre cúram [agus] dútra[cht] an Doctúir Uilliam Bedel/The books of the Old Testament translated into Irish by the care and diligence of Doctor William Bedel	N/A	umhluigh thú féin	Humble yourself!	umhluigh thú féin	Humble yourself	thú féin	yourself	2sg.Overt_Pronoun_INTS	PRON-OBJ	umlaigidir	-	2sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	MODERN IRISH
